time_step,hopper_level,belt_speed,flow_rate,olives_weight,label_jam_imminent,vibrator_intensity
5565,20.0,0.507,1.06,303.7,0,0.0
5566,20.0,0.498,1.34,294.5,0,0.0
5567,20.0,0.498,1.17,294.6,0,0.0
5568,20.0,0.488,1.21,301.9,0,0.0
5569,20.0,0.504,1.5,303.0,0,0.0
5570,20.0,0.516,1.99,299.6,0,0.0
5571,20.0,0.507,1.54,294.6,0,0.0
5572,20.0,0.507,1.74,303.3,0,0.0
5573,20.0,0.495,1.53,298.5,0,0.0
5574,20.0,0.517,1.15,299.8,0,0.0
5575,20.0,0.483,1.03,292.7,0,0.0
5576,20.0,0.487,1.25,307.8,0,0.0
5577,20.0,0.516,1.97,303.5,0,0.0
5578,20.0,0.492,1.66,298.3,0,0.0
5579,20.0,0.509,1.82,303.2,0,0.0
5580,20.0,0.488,1.92,301.9,0,0.0
5581,20.0,0.487,1.09,309.7,0,0.0
5582,20.0,0.495,1.12,313.3,0,0.0
5583,20.0,0.513,1.23,313.1,0,0.0
5584,20.0,0.509,1.39,308.3,0,0.0
5585,20.0,0.499,1.78,313.6,0,0.0
5586,20.0,0.501,1.15,285.2,0,0.0
5587,20.0,0.519,1.47,304.8,0,0.0
5588,20.0,0.509,1.89,302.9,0,0.0
5589,20.0,0.493,1.57,303.5,0,0.0
5590,20.0,0.491,1.47,307.5,0,0.0
5591,20.0,0.492,1.3,306.1,0,0.0
5592,20.0,0.515,1.04,293.7,0,0.0
5593,20.0,0.508,1.53,289.3,0,0.0
5594,20.0,0.519,1.69,293.9,0,0.0
5595,20.0,0.49,1.54,308.3,0,0.0
5596,20.0,0.519,1.79,296.5,0,0.0
5597,20.0,0.5,1.21,293.1,0,0.0
5598,20.0,0.509,1.24,296.2,0,0.0
5599,20.0,0.511,1.95,295.5,0,0.0
5600,20.0,0.508,1.49,297.4,0,0.0
5601,20.0,0.48,1.71,310.4,0,0.0
5602,20.0,0.491,1.11,293.4,0,0.0
5603,20.0,0.481,1.81,288.2,0,0.0
5604,20.0,0.491,1.55,306.3,0,0.0
5605,20.0,0.488,1.18,301.1,0,0.0
5606,20.0,0.487,1.66,304.2,0,0.0
5607,20.0,0.483,1.9,306.8,0,0.0
5608,20.0,0.502,1.64,312.5,0,0.0
5609,20.0,0.493,1.48,295.3,0,0.0
5610,20.0,0.516,1.44,295.9,0,0.0
5611,20.0,0.498,1.18,297.9,0,0.0
5612,20.0,0.492,1.21,309.2,0,0.0
5613,20.0,0.503,1.85,296.3,0,0.0
5614,20.0,0.502,1.32,307.0,0,0.0
5615,20.0,0.502,1.68,286.0,0,0.0
5616,20.0,0.502,1.86,300.2,0,0.0
5617,20.0,0.487,1.56,285.1,0,0.0
5618,20.0,0.512,1.48,292.5,0,0.0
5619,20.0,0.499,1.64,291.2,0,0.0
5620,20.0,0.516,1.1,303.4,0,0.0
5621,20.0,0.488,1.29,285.5,0,0.0
5622,20.0,0.513,1.19,304.7,0,0.0
5623,20.0,0.502,1.28,310.0,0,0.0
5624,20.0,0.491,1.18,285.4,0,0.0
5625,20.0,0.513,1.37,309.9,0,0.0
5626,20.0,0.501,1.85,290.8,0,0.0
5627,20.0,0.486,1.43,286.6,0,0.0
5628,20.0,0.535,1.92,284.3,0,0.0
5629,20.0,0.456,1.16,282.3,0,0.0
5630,20.0,0.469,1.06,277.7,0,0.0
5631,20.0,0.536,1.51,275.4,0,0.0
5632,20.0,0.485,1.22,273.2,0,0.0
5633,20.0,0.474,1.31,270.0,0,0.0
5634,20.0,0.511,0.97,265.8,0,0.0
5635,20.0,0.496,1.7,262.9,0,0.0
5636,20.0,0.507,1.09,259.5,0,0.0
5637,20.0,0.524,1.6,255.8,0,0.0
5638,20.0,0.492,1.13,252.4,0,0.0
5639,20.0,0.469,0.91,249.8,1,81.41
5640,20.0,0.521,0.85,245.4,1,78.85
5641,20.0,0.517,0.88,243.0,1,80.72
5642,20.0,0.457,0.79,239.9,1,80.94
5643,20.0,0.503,1.12,235.3,1,78.59
5644,20.0,0.494,1.64,231.7,1,78.74
5645,20.0,0.456,0.58,229.2,1,80.5
5646,20.0,0.548,1.49,225.1,1,81.1
5647,20.0,0.52,0.91,223.0,1,78.53
5648,20.0,0.542,0.81,219.5,1,80.8
5649,20.0,0.537,1.45,215.3,1,80.61
5650,20.0,0.516,0.95,212.8,1,80.5
5651,20.0,0.517,1.12,209.6,1,79.29
5652,20.0,0.54,1.51,205.7,1,79.99
5653,20.0,0.503,1.48,202.1,1,78.81
5654,20.0,0.466,0.5,199.8,1,80.82
5655,20.0,0.508,1.45,195.7,1,81.54
5656,20.0,0.532,0.67,191.5,1,80.31
5657,20.0,0.453,1.04,188.2,1,79.02
5658,20.0,0.523,0.9,184.3,1,80.78
5659,20.0,0.486,0.87,181.8,1,78.33
5660,20.0,0.504,0.68,177.0,1,78.72
5661,20.0,0.465,1.28,173.8,1,79.87
5662,20.0,0.489,1.16,171.7,1,78.97
5663,20.0,0.454,0.47,167.1,1,80.67
5664,20.0,0.455,1.14,162.3,1,80.91
5665,20.0,0.466,0.29,159.3,1,78.82
5666,20.0,0.547,0.66,155.2,1,80.01
5667,20.0,0.465,0.28,152.8,1,78.41
5668,20.0,0.471,0.51,150.4,1,79.68
5669,20.0,0.504,1.23,147.2,1,81.53
5670,20.0,0.525,0.99,145.2,1,81.66
5671,20.0,0.497,1.19,140.7,1,78.25
5672,20.0,0.46,0.74,136.6,1,79.22
5673,20.0,0.49,0.31,133.9,1,80.35
5674,20.0,0.477,0.26,130.0,1,78.4
5675,20.0,0.546,0.39,126.1,1,78.04
5676,20.0,0.495,0.26,121.9,1,80.05
5677,20.0,0.46,0.86,117.4,1,78.45
5678,20.0,0.477,1.02,114.4,1,78.15
5679,20.0,0.527,0.1,110.5,1,78.65
5680,20.0,0.478,0.94,107.9,1,80.75
5681,20.0,0.455,0.19,105.5,1,80.01
5682,20.0,0.465,0.29,100.7,1,78.46
5683,20.0,0.461,0.24,97.5,1,79.02
5684,20.0,0.515,0.53,94.8,1,78.69
5685,20.0,0.522,0.42,92.4,1,79.99
5686,20.0,0.474,0.51,88.8,1,79.26
5687,20.0,0.461,0.34,85.4,1,78.54
5688,20.0,0.522,0.83,82.3,1,81.42
5689,20.0,0.509,0.59,77.9,1,79.34
5690,20.0,0.541,0.63,75.8,1,79.74
5691,20.0,0.543,0.56,72.9,1,80.27
5692,20.0,0.543,0.26,68.5,1,81.4
5693,20.0,0.528,-0.08,66.0,1,80.79
5694,20.0,0.495,0.34,62.8,1,80.22
5695,20.0,0.469,-0.14,59.2,1,81.78
5696,20.0,0.508,0.56,54.4,1,81.22
5697,20.0,0.539,0.53,52.1,1,80.76
5698,20.0,0.452,0.35,50.0,1,78.52
5699,20.0,0.469,0.7,47.0,1,79.32
5700,20.0,0.475,0.08,44.3,1,80.25
5701,20.0,0.54,-0.13,40.5,1,79.39
5702,20.0,0.466,0.62,37.2,1,80.56
5703,20.0,0.497,0.58,33.4,1,78.94
5704,20.0,0.521,0.6,31.3,1,80.85
5705,20.0,0.539,0.12,26.4,1,81.87
5706,20.0,0.511,-0.18,22.4,1,81.84
5707,20.0,0.503,-0.18,18.6,1,79.23
5708,20.0,0.538,-0.1,16.5,1,81.25
5709,20.0,0.452,0.26,14.3,1,81.34
5710,20.0,0.47,-0.12,9.8,1,81.01
5711,20.0,0.458,-0.35,6.9,1,81.93
5712,20.0,0.495,0.27,3.7,1,78.33
5713,20.0,0.483,-0.48,0.0,1,79.67
5714,20.0,0.513,-0.37,0.0,1,80.89
5715,20.0,0.518,0.07,0.0,1,78.42
5716,20.0,0.457,0.33,0.0,1,81.86
5717,20.0,0.463,0.05,0.0,1,81.6
5718,20.0,0.508,-0.37,0.0,1,81.79
5719,20.0,0.484,0.38,0.0,1,79.09
5720,20.0,0.49,0.3,0.0,1,78.63
5721,20.0,0.489,-0.29,0.0,1,80.28
5722,20.0,0.521,0.45,0.0,1,78.95
5723,20.0,0.528,0.41,0.0,1,81.64
5724,20.0,0.502,-0.36,0.0,1,80.36
5725,20.0,0.497,0.48,0.0,1,80.98
5726,20.0,0.46,0.35,0.0,1,78.78
5727,20.0,0.487,-0.38,0.0,1,78.03
5728,20.0,0.502,-0.19,0.0,1,80.93
5729,20.0,0.46,0.47,0.0,1,79.5
5730,20.0,0.494,-0.49,0.0,1,80.94
5731,20.0,0.486,-0.29,0.0,1,80.8
5732,20.0,0.492,-0.2,0.0,1,81.52
5733,20.0,0.529,-0.26,0.0,1,78.38
5734,20.0,0.488,-0.01,0.0,1,79.08
5735,20.0,0.524,-0.25,0.0,1,78.78
5736,20.0,0.545,0.35,0.0,1,80.26
5737,20.0,0.536,-0.13,0.0,1,81.97
5738,20.0,0.525,0.02,0.0,1,78.18
5739,20.0,0.481,0.07,0.0,1,81.2
5740,20.0,0.453,-0.28,0.0,1,80.91
5741,20.0,0.547,0.17,0.0,1,78.02
5742,20.0,0.488,0.2,0.0,1,79.67
5743,20.0,0.485,-0.19,0.0,1,81.97
5744,20.0,0.526,0.43,0.0,1,79.75
5745,20.0,0.467,0.26,0.0,1,79.49
5746,20.0,0.52,0.26,0.0,1,80.62
5747,20.0,0.524,0.12,0.0,1,79.24
5748,20.0,0.52,-0.22,0.0,1,79.52
5749,20.0,0.509,-0.07,0.0,1,78.2
5750,20.0,0.496,-0.19,0.0,1,80.57
5751,20.0,0.541,-0.41,0.0,1,80.85
5752,20.0,0.505,0.19,0.0,1,79.32
5753,20.0,0.498,0.17,0.0,1,81.99
5754,20.0,0.456,-0.22,0.0,1,80.11
5755,20.0,0.464,0.47,0.0,1,78.46
5756,20.0,0.458,0.03,0.0,1,79.34
5757,20.0,0.457,0.15,0.0,1,80.67
5758,20.0,0.526,-0.03,0.0,1,80.91
5759,20.0,0.517,0.39,0.0,1,79.72
5760,20.0,0.539,-0.48,0.0,1,81.65
5761,20.0,0.502,-0.39,0.0,1,78.73
5762,20.0,0.535,0.46,0.0,1,80.3
5763,20.0,0.496,0.09,0.0,1,79.29
5764,20.0,0.51,-0.35,0.0,1,79.62
5765,20.0,0.548,-0.44,0.0,1,80.66
5766,20.0,0.545,-0.06,0.0,1,78.36
5767,20.0,0.538,-0.1,0.0,1,81.9
5768,20.0,0.478,-0.06,0.0,1,78.76
5769,20.0,0.539,0.22,0.0,1,78.32
5770,20.0,0.467,0.47,0.0,1,79.38
5771,20.0,0.482,-0.1,0.0,1,78.64
5772,20.0,0.493,1.52,306.2,0,0.0
5773,20.0,0.491,1.47,310.6,0,0.0
5774,20.0,0.517,1.34,296.3,0,0.0
5775,20.0,0.491,1.06,286.9,0,0.0
5776,20.0,0.488,1.52,313.6,0,0.0
5777,20.0,0.481,1.0,287.1,0,0.0
5778,20.0,0.519,1.61,308.8,0,0.0
5779,20.0,0.509,1.89,311.8,0,0.0
5780,20.0,0.503,1.79,295.7,0,0.0
5781,20.0,0.505,1.24,295.7,0,0.0
5782,20.0,0.501,1.42,291.4,0,0.0
5783,20.0,0.512,1.72,309.7,0,0.0
5784,20.0,0.509,1.35,287.4,0,0.0
5785,20.0,0.49,1.31,294.7,0,0.0
5786,20.0,0.501,1.71,297.6,0,0.0
5787,20.0,0.516,1.21,300.3,0,0.0
5788,20.0,0.518,1.95,306.7,0,0.0
5789,20.0,0.482,1.84,312.2,0,0.0
5790,20.0,0.499,1.73,314.0,0,0.0
5791,20.0,0.506,1.91,296.5,0,0.0
5792,20.0,0.494,1.4,312.2,0,0.0
5793,20.0,0.506,1.31,310.6,0,0.0
5794,20.0,0.501,1.83,290.9,0,0.0
5795,20.0,0.482,1.72,302.3,0,0.0
5796,20.0,0.507,1.21,303.1,0,0.0
5797,20.0,0.513,2.0,295.4,0,0.0
5798,20.0,0.481,0.9,290.0,0,0.0
5799,20.0,0.485,1.46,301.0,0,0.0
5800,20.0,0.515,1.89,298.8,0,0.0
5801,20.0,0.482,1.07,301.2,0,0.0
5802,20.0,0.503,1.13,290.6,0,0.0
5803,20.0,0.514,1.76,301.7,0,0.0
5804,20.0,0.51,1.58,307.0,0,0.0
5805,20.0,0.484,1.54,301.4,0,0.0
5806,20.0,0.485,1.78,301.8,0,0.0
5807,20.0,0.499,1.27,293.7,0,0.0
5808,20.0,0.481,0.99,300.9,0,0.0
5809,20.0,0.491,1.22,304.1,0,0.0
5810,20.0,0.518,1.12,307.6,0,0.0
5811,20.0,0.508,1.44,286.3,0,0.0
5812,20.0,0.508,1.26,311.2,0,0.0
5813,20.0,0.502,1.66,285.1,0,0.0
5814,20.0,0.516,1.33,308.4,0,0.0
5815,20.0,0.498,1.75,310.1,0,0.0
5816,20.0,0.488,1.71,309.2,0,0.0
5817,20.0,0.515,1.95,309.3,0,0.0
5818,20.0,0.494,1.66,303.6,0,0.0
5819,20.0,0.486,1.56,298.1,0,0.0
5820,20.0,0.516,1.64,314.4,0,0.0
5821,20.0,0.481,1.37,297.9,0,0.0
5822,20.0,0.5,1.64,296.7,0,0.0
5823,20.0,0.506,1.62,303.1,0,0.0
5824,20.0,0.486,1.81,299.1,0,0.0
5825,20.0,0.509,1.78,309.6,0,0.0
5826,20.0,0.52,1.1,300.9,0,0.0
5827,20.0,0.484,1.17,305.3,0,0.0
5828,20.0,0.514,1.26,288.3,0,0.0
5829,20.0,0.514,1.71,286.8,0,0.0
5830,20.0,0.484,1.17,303.7,0,0.0
5831,20.0,0.482,1.71,288.9,0,0.0
5832,20.0,0.501,1.11,302.3,0,0.0
5833,20.0,0.511,1.21,285.6,0,0.0
5834,20.0,0.499,1.77,310.1,0,0.0
5835,20.0,0.489,1.1,291.5,0,0.0
5836,20.0,0.487,1.38,294.2,0,0.0
5837,20.0,0.497,1.15,312.7,0,0.0
5838,20.0,0.483,1.64,287.7,0,0.0
5839,20.0,0.485,1.6,314.5,0,0.0
5840,20.0,0.493,1.71,309.2,0,0.0
5841,20.0,0.482,1.61,310.2,0,0.0
5842,20.0,0.498,1.57,314.4,0,0.0
5843,20.0,0.49,1.09,309.1,0,0.0
5844,20.0,0.515,2.0,310.8,0,0.0
5845,20.0,0.511,1.33,305.5,0,0.0
5846,20.0,0.491,1.05,295.2,0,0.0
5847,20.0,0.51,1.41,311.1,0,0.0
5848,20.0,0.482,1.46,291.6,0,0.0
5849,20.0,0.505,1.94,309.5,0,0.0
5850,20.0,0.515,1.87,307.5,0,0.0
5851,20.0,0.5,1.31,310.9,0,0.0
5852,20.0,0.509,1.8,288.3,0,0.0
5853,20.0,0.488,1.1,304.7,0,0.0
5854,20.0,0.52,1.14,313.9,0,0.0
5855,20.0,0.487,1.8,298.1,0,0.0
5856,20.0,0.498,1.75,310.3,0,0.0
5857,20.0,0.489,0.96,295.6,0,0.0
5858,20.0,0.5,1.62,297.0,0,0.0
5859,20.0,0.514,1.78,292.9,0,0.0
5860,20.0,0.495,1.21,309.7,0,0.0
5861,20.0,0.497,1.39,300.7,0,0.0
5862,20.0,0.515,1.32,306.5,0,0.0
5863,20.0,0.494,1.89,290.7,0,0.0
5864,20.0,0.496,1.97,307.9,0,0.0
5865,20.0,0.482,1.17,294.2,0,0.0
5866,20.0,0.513,1.61,303.5,0,0.0
5867,20.0,0.488,1.52,297.8,0,0.0
5868,20.0,0.5,0.99,288.2,0,0.0
5869,20.0,0.494,1.74,297.5,0,0.0
5870,20.0,0.498,1.7,306.1,0,0.0
5871,20.0,0.484,1.6,305.1,0,0.0
5872,20.0,0.508,1.3,288.8,0,0.0
5873,20.0,0.489,1.05,298.7,0,0.0
5874,20.0,0.497,1.19,308.2,0,0.0
5875,20.0,0.507,1.36,291.8,0,0.0
5876,20.0,0.484,1.88,306.3,0,0.0
5877,20.0,0.483,1.75,291.0,0,0.0
5878,20.0,0.49,1.84,313.3,0,0.0
5879,20.0,0.499,1.58,302.3,0,0.0
5880,20.0,0.519,1.66,285.3,0,0.0
5881,20.0,0.509,1.33,290.2,0,0.0
5882,20.0,0.507,1.48,295.5,0,0.0
5883,20.0,0.485,1.33,307.7,0,0.0
5884,20.0,0.485,1.4,288.9,0,0.0
5885,20.0,0.481,1.5,314.0,0,0.0
5886,20.0,0.492,1.67,287.3,0,0.0
5887,20.0,0.491,1.33,313.1,0,0.0
5888,20.0,0.489,1.3,288.1,0,0.0
5889,20.0,0.511,1.35,292.8,0,0.0
5890,20.0,0.519,1.63,303.8,0,0.0
5891,20.0,0.509,1.22,297.4,0,0.0
5892,20.0,0.489,1.06,294.6,0,0.0
5893,20.0,0.484,1.76,285.0,0,0.0
5894,20.0,0.517,1.78,314.2,0,0.0
5895,20.0,0.488,1.14,293.9,0,0.0
5896,20.0,0.484,0.92,290.9,0,0.0
5897,20.0,0.482,0.94,290.4,0,0.0
5898,20.0,0.489,1.86,295.6,0,0.0
5899,20.0,0.485,1.58,290.6,0,0.0
5900,20.0,0.501,1.57,292.7,0,0.0
5901,20.0,0.487,1.46,313.9,0,0.0
5902,20.0,0.5,1.79,301.5,0,0.0
5903,20.0,0.506,1.16,312.0,0,0.0
5904,20.0,0.512,1.37,303.6,0,0.0
5905,20.0,0.515,1.14,287.7,0,0.0
5906,20.0,0.505,1.16,312.9,0,0.0
5907,20.0,0.505,1.26,301.4,0,0.0
5908,20.0,0.492,1.28,313.9,0,0.0
5909,20.0,0.519,2.01,303.2,0,0.0
5910,20.0,0.503,1.26,311.8,0,0.0
5911,20.0,0.491,1.56,290.1,0,0.0
5912,20.0,0.488,1.31,299.1,0,0.0
5913,20.0,0.481,1.81,300.0,0,0.0
5914,20.0,0.508,1.11,292.1,0,0.0
5915,20.0,0.488,1.42,303.7,0,0.0
5916,20.0,0.5,1.76,314.3,0,0.0
5917,20.0,0.512,1.97,292.8,0,0.0
5918,20.0,0.514,1.92,309.3,0,0.0
5919,20.0,0.512,1.08,287.9,0,0.0
5920,20.0,0.489,1.1,297.3,0,0.0
5921,20.0,0.49,1.42,308.3,0,0.0
5922,20.0,0.49,1.78,296.6,0,0.0
5923,20.0,0.509,1.97,310.2,0,0.0
5924,20.0,0.498,1.45,314.4,0,0.0
5925,20.0,0.508,1.96,298.3,0,0.0
5926,20.0,0.504,1.93,306.8,0,0.0
5927,20.0,0.495,1.01,294.3,0,0.0
5928,20.0,0.505,1.97,313.2,0,0.0
5929,20.0,0.509,1.28,293.8,0,0.0
5930,20.0,0.493,1.66,290.8,0,0.0
5931,20.0,0.519,1.61,292.9,0,0.0
5932,20.0,0.482,0.98,293.0,0,0.0
5933,20.0,0.519,1.1,299.4,0,0.0
5934,20.0,0.515,1.7,310.0,0,0.0
5935,20.0,0.511,1.74,286.2,0,0.0
5936,20.0,0.486,1.33,304.2,0,0.0
5937,20.0,0.514,1.15,310.5,0,0.0
5938,20.0,0.5,1.19,306.8,0,0.0
5939,20.0,0.516,1.77,291.9,0,0.0
5940,20.0,0.484,1.44,308.9,0,0.0
5941,20.0,0.489,1.44,290.6,0,0.0
5942,20.0,0.505,1.81,314.6,0,0.0
5943,20.0,0.492,1.73,303.3,0,0.0
5944,20.0,0.502,1.36,296.5,0,0.0
5945,20.0,0.512,1.02,292.5,0,0.0
5946,20.0,0.507,1.63,303.1,0,0.0
5947,20.0,0.504,1.31,305.7,0,0.0
5948,20.0,0.499,1.12,300.4,0,0.0
5949,20.0,0.513,1.43,294.5,0,0.0
5950,20.0,0.498,1.86,311.2,0,0.0
5951,20.0,0.489,1.89,302.6,0,0.0
5952,20.0,0.509,1.57,287.4,0,0.0
5953,20.0,0.503,1.32,310.9,0,0.0
5954,20.0,0.508,1.83,289.6,0,0.0
5955,20.0,0.509,1.79,288.0,0,0.0
5956,20.0,0.511,1.94,291.0,0,0.0
5957,20.0,0.505,1.97,308.5,0,0.0
5958,20.0,0.506,1.97,296.5,0,0.0
5959,20.0,0.515,1.45,308.1,0,0.0
5960,20.0,0.482,2.0,311.5,0,0.0
5961,20.0,0.483,1.37,293.3,0,0.0
5962,20.0,0.501,2.03,305.7,0,0.0
5963,20.0,0.482,1.97,306.0,0,0.0
5964,20.0,0.513,1.83,313.2,0,0.0
5965,20.0,0.501,1.1,302.2,0,0.0
5966,20.0,0.48,1.32,310.4,0,0.0
5967,20.0,0.498,1.0,298.4,0,0.0
5968,20.0,0.498,1.8,304.8,0,0.0
5969,20.0,0.518,1.37,306.0,0,0.0
5970,20.0,0.497,1.09,302.8,0,0.0
5971,20.0,0.515,1.64,290.3,0,0.0
5972,20.0,0.48,1.16,294.0,0,0.0
5973,20.0,0.499,1.95,294.8,0,0.0
5974,20.0,0.502,0.96,286.3,0,0.0
5975,20.0,0.493,1.84,304.3,0,0.0
5976,20.0,0.484,1.75,292.8,0,0.0
5977,20.0,0.506,1.17,294.2,0,0.0
5978,20.0,0.515,1.28,285.6,0,0.0
5979,20.0,0.506,1.58,287.6,0,0.0
5980,20.0,0.481,1.53,306.4,0,0.0
5981,20.0,0.52,1.33,285.9,0,0.0
5982,20.0,0.499,1.62,293.7,0,0.0
5983,20.0,0.519,1.6,285.7,0,0.0
5984,20.0,0.505,1.11,296.7,0,0.0
5985,20.0,0.495,1.73,301.0,0,0.0
5986,20.0,0.503,1.81,300.4,0,0.0
5987,20.0,0.486,0.91,287.8,0,0.0
5988,20.0,0.509,1.11,296.7,0,0.0
5989,20.0,0.482,1.3,309.4,0,0.0
5990,20.0,0.519,1.91,300.8,0,0.0
5991,20.0,0.484,1.73,306.3,0,0.0
5992,20.0,0.485,1.78,312.4,0,0.0
5993,20.0,0.507,1.21,289.5,0,0.0
5994,20.0,0.52,1.86,298.2,0,0.0
5995,20.0,0.496,1.1,300.7,0,0.0
5996,20.0,0.515,1.37,290.8,0,0.0
5997,20.0,0.48,0.96,287.4,0,0.0
5998,20.0,0.506,1.05,303.4,0,0.0
5999,20.0,0.505,1.31,309.6,0,0.0
6000,20.0,0.511,1.5,296.1,0,0.0
6001,20.0,0.51,1.67,308.7,0,0.0
6002,20.0,0.491,1.91,312.4,0,0.0
6003,20.0,0.503,1.92,291.4,0,0.0
6004,20.0,0.494,1.05,311.4,0,0.0
6005,20.0,0.509,1.9,304.2,0,0.0
6006,20.0,0.51,1.24,286.3,0,0.0
6007,20.0,0.481,1.22,313.1,0,0.0
6008,20.0,0.508,1.7,285.3,0,0.0
6009,20.0,0.505,1.32,291.5,0,0.0
6010,20.0,0.515,1.69,294.1,0,0.0
6011,20.0,0.51,1.1,292.1,0,0.0
6012,20.0,0.484,1.86,306.6,0,0.0
6013,20.0,0.483,1.45,301.6,0,0.0
6014,20.0,0.507,1.79,301.1,0,0.0
6015,20.0,0.495,1.66,304.7,0,0.0
6016,20.0,0.503,1.4,288.8,0,0.0
6017,20.0,0.501,1.14,310.0,0,0.0
6018,20.0,0.499,1.6,301.8,0,0.0
6019,20.0,0.483,1.01,311.0,0,0.0
6020,20.0,0.497,1.09,292.5,0,0.0
6021,20.0,0.502,1.48,287.1,0,0.0
6022,20.0,0.502,2.03,312.3,0,0.0
6023,20.0,0.511,1.93,286.7,0,0.0
6024,20.0,0.514,1.62,313.9,0,0.0
6025,20.0,0.495,1.09,304.0,0,0.0
6026,20.0,0.509,1.95,308.2,0,0.0
6027,20.0,0.517,1.26,291.9,0,0.0
6028,20.0,0.483,1.44,291.5,0,0.0
6029,20.0,0.508,1.87,301.4,0,0.0
6030,20.0,0.497,1.02,289.7,0,0.0
6031,20.0,0.497,1.13,286.2,0,0.0
6032,20.0,0.498,1.92,294.3,0,0.0
6033,20.0,0.513,1.13,286.8,0,0.0
6034,20.0,0.509,1.32,308.8,0,0.0
6035,20.0,0.511,1.14,295.4,0,0.0
6036,20.0,0.487,1.53,307.4,0,0.0
6037,20.0,0.491,1.4,286.8,0,0.0
6038,20.0,0.493,1.08,293.2,0,0.0
6039,20.0,0.512,1.44,296.5,0,0.0
6040,20.0,0.492,1.5,303.5,0,0.0
6041,20.0,0.488,1.21,285.5,0,0.0
6042,20.0,0.52,2.0,290.1,0,0.0
6043,20.0,0.486,1.07,292.7,0,0.0
6044,20.0,0.485,1.07,313.0,0,0.0
6045,20.0,0.51,1.03,288.2,0,0.0
6046,20.0,0.519,1.32,289.8,0,0.0
6047,20.0,0.51,1.79,304.5,0,0.0
6048,20.0,0.507,1.17,313.3,0,0.0
6049,20.0,0.483,1.73,285.2,0,0.0
6050,20.0,0.482,1.72,303.5,0,0.0
6051,20.0,0.485,1.62,299.9,0,0.0
6052,20.0,0.512,2.01,300.3,0,0.0
6053,20.0,0.492,1.21,308.5,0,0.0
6054,20.0,0.489,1.72,298.5,0,0.0
6055,20.0,0.5,1.38,286.6,0,0.0
6056,20.0,0.487,1.47,308.9,0,0.0
6057,20.0,0.484,1.56,297.9,0,0.0
6058,20.0,0.486,1.75,300.6,0,0.0
6059,20.0,0.512,1.8,313.0,0,0.0
6060,20.0,0.487,1.54,286.6,0,0.0
6061,20.0,0.501,1.71,298.5,0,0.0
6062,20.0,0.485,1.1,290.0,0,0.0
6063,20.0,0.497,1.49,288.1,0,0.0
6064,20.0,0.493,1.77,309.8,0,0.0
6065,20.0,0.488,1.36,294.4,0,0.0
6066,20.0,0.504,1.79,305.7,0,0.0
6067,20.0,0.505,1.17,308.6,0,0.0
6068,20.0,0.485,1.57,286.6,0,0.0
6069,20.0,0.502,2.04,306.9,0,0.0
6070,20.0,0.502,1.57,291.5,0,0.0
6071,20.0,0.504,1.83,308.6,0,0.0
6072,20.0,0.498,1.66,314.2,0,0.0
6073,20.0,0.492,1.53,306.4,0,0.0
6074,20.0,0.518,1.2,304.9,0,0.0
6075,20.0,0.482,1.79,289.0,0,0.0
6076,20.0,0.484,1.51,311.0,0,0.0
6077,20.0,0.492,1.87,300.1,0,0.0
6078,20.0,0.508,1.15,302.9,0,0.0
6079,20.0,0.51,1.98,302.2,0,0.0
6080,20.0,0.5,2.01,312.3,0,0.0
6081,20.0,0.514,1.18,311.7,0,0.0
6082,20.0,0.518,1.98,289.9,0,0.0
6083,20.0,0.51,1.96,300.3,0,0.0
6084,20.0,0.514,1.34,299.4,0,0.0
6085,20.0,0.504,1.47,295.7,0,0.0
6086,20.0,0.484,1.48,293.6,0,0.0
6087,20.0,0.501,1.06,298.7,0,0.0
6088,20.0,0.51,1.91,308.7,0,0.0
6089,20.0,0.502,1.84,295.1,0,0.0
6090,20.0,0.513,1.67,285.1,0,0.0
6091,20.0,0.504,1.37,301.0,0,0.0
6092,20.0,0.507,1.52,296.3,0,0.0
6093,20.0,0.488,1.81,309.6,0,0.0
6094,20.0,0.481,0.97,288.1,0,0.0
6095,20.0,0.506,1.79,305.7,0,0.0
6096,20.0,0.497,2.06,313.7,0,0.0
6097,20.0,0.488,1.51,286.2,0,0.0
6098,20.0,0.517,2.07,305.8,0,0.0
6099,20.0,0.51,1.7,308.3,0,0.0
6100,20.0,0.506,1.33,288.8,0,0.0
6101,20.0,0.518,1.98,297.3,0,0.0
6102,20.0,0.499,1.4,296.9,0,0.0
6103,20.0,0.516,1.69,302.7,0,0.0
6104,20.0,0.511,2.04,311.9,0,0.0
6105,20.0,0.486,1.85,303.1,0,0.0
6106,20.0,0.493,1.37,299.5,0,0.0
6107,20.0,0.485,1.63,307.1,0,0.0
6108,20.0,0.508,1.12,297.7,0,0.0
6109,20.0,0.503,1.74,301.2,0,0.0
6110,20.0,0.495,1.21,303.3,0,0.0
6111,20.0,0.487,1.81,314.6,0,0.0
6112,20.0,0.486,1.46,295.0,0,0.0
6113,20.0,0.504,1.97,302.1,0,0.0
6114,20.0,0.513,1.48,286.5,0,0.0
6115,20.0,0.488,1.27,306.1,0,0.0
6116,20.0,0.504,1.34,314.7,0,0.0
6117,20.0,0.503,1.32,288.7,0,0.0
6118,20.0,0.505,1.61,287.3,0,0.0
6119,20.0,0.498,1.23,304.5,0,0.0
6120,20.0,0.501,1.56,313.5,0,0.0
